League_ID;Name;Rosters;QB;RB;WR;TE;Flex;SFlex;BN;Total_Players;Start_Players;Taxi_Slots;Rec_Bonus;Rec_RB;Rec_WR;Rec_TE;Pass_TD;Pass_Int;Old_League_ID
784882618322792448;"Diggin’ Deep 1 Year 3";12;1;2;2;1;5;1;25;37;12;6;6.0;0.0;0.0;0.0;0.0;-2.0;650062157383327744
784854086393720832;"The Dynasty Football League ";12;1;2;3;1;2;1;15;25;10;5;5.0;1.0;0.3;0.0;0.0;-1.0;651547007730827264
784829175537192960;"Layover Dynasty";12;1;2;2;1;3;1;15;25;10;5;6.0;1.0;0.5;0.0;0.0;-2.0;650773031458799616
784650306649784320;"Cross My Heart & Hope to Dynasty";12;1;2;3;1;1;1;15;24;9;5;4.0;0.5;0.0;0.0;0.0;-1.0;650031788747489280
784646633097969664;"Draft Busters";12;1;2;3;2;2;1;14;25;11;4;6.0;0.5;1.0;0.0;0.3;-2.0;649994886933741568
784580723377061888;"Ultimate Fantasy Football GMs 300 (275/25)";12;1;2;2;2;3;1;18;29;11;4;6.0;1.0;0.5;0.0;0.0;-1.0;674112802373308416
784577293413711872;"$100 Empire 14 Team Superflex 2TE premium";14;1;2;2;2;3;1;15;26;11;4;6.0;1.0;0.8;0.0;0.3;-2.0;649942746987048960
784577248907874304;"Voldemort’s Demise";12;1;2;2;1;3;1;16;26;10;4;6.0;1.0;0.5;0.0;0.0;-2.0;649942891870896128
784541513437880320;"The Dirty Dozen";12;1;2;3;1;2;1;15;25;10;4;6.0;1.0;0.5;0.0;0.0;-2.0;650066939414163456
784540267633106944;"Champions League Football Americano III";12;1;2;3;2;2;1;19;30;11;10;6.0;1.0;0.8;0.0;0.3;-2.0;650082327476690944
784533709947817984;"The Big Dance";12;1;2;3;1;2;1;14;24;10;0;6.0;1.0;0.3;0.0;0.0;-2.0;650058814204272640
784530873147047936;"A League About Nothing";12;1;2;3;1;2;1;14;24;10;4;6.0;1.0;0.3;0.0;0.0;-2.0;650056660433358848
784508965273866240;"Fantasy Feud ";12;1;2;2;1;2;1;15;24;9;4;4.0;1.0;0.3;0.0;0.0;-1.0;650008496636522496
784504480451428352;"The Breakfast Club";12;1;2;2;1;1;1;16;24;8;2;4.0;0.5;0.0;0.0;0.0;-1.0;651142759171870720
784487646729740288;"Empire Dynasty ";12;1;2;2;0;4;1;16;26;10;4;6.0;1.0;1.0;0.5;0.0;-1.0;652052440316739584
784482002748502016;"Ultimate Flex 2.0";12;0;0;0;0;8;2;15;25;10;3;6.0;1.0;1.0;0.3;0.0;-1.0;650007219852627968
784478247558701056;"Scott’s Tots";12;1;2;2;1;2;1;15;24;9;5;4.0;0.5;0.0;0.0;0.0;-1.0;650219929123020800
784454954898300928;"Like a Phoenix Rising from the Ashes";12;1;2;2;1;2;1;14;23;9;4;4.0;0.5;0.5;0.0;0.0;-1.0;650031766039527424
784453218854924288;"The League of Record";12;1;2;2;1;2;1;15;24;9;4;4.0;1.0;0.5;0.0;0.0;-1.0;651149828243406848
784452328924274688;"What does this meme for Marlon Mack?";12;1;2;3;1;2;1;11;21;10;5;4.0;0.5;0.3;0.0;0.0;-1.0;650372084379254784
784443971710611456;"The High-Ballers";12;1;2;3;1;3;1;19;30;11;5;6.0;1.0;0.0;0.0;0.0;-3.0;650767732484194304
784440524173115392;"One Dynasty 2 Rule Them All";12;1;2;2;1;3;1;15;25;10;5;4.0;1.0;0.5;0.0;0.0;-1.0;650069685957644288
784440070416515072;"One vs. 11";12;1;2;3;1;3;1;12;23;11;5;6.0;1.0;1.0;0.5;0.3;-1.0;688171977709543424
784430916217999360;"Avenger's Assemble";12;1;2;2;1;3;1;15;25;10;4;6.0;0.5;1.0;0.0;0.5;-2.0;650106928898355200
784366537950814208;"The UK Invitational Dynasty League";12;1;2;2;1;2;1;20;29;9;6;4.0;0.5;1.0;0.0;0.0;-1.0;649953303144247296
784365096242704384;"Tight End Extravaganza!";12;1;2;3;2;2;1;12;23;11;4;6.0;1.0;1.0;0.0;0.0;-1.0;649921945608990720
784163457623769088;Devyaholics;12;1;2;2;1;3;1;21;31;10;5;6.0;1.0;0.8;0.0;0.0;-2.0;650021851887677440
784163229759823872;"Fuck TRP and Headsmackers";12;1;2;3;1;2;1;14;24;10;6;6.0;1.0;0.5;0.0;0.0;-2.0;650024439932624896
784162891061407744;"The Addicts League";12;1;2;3;1;2;1;15;25;10;8;6.0;1.0;1.0;0.0;0.0;-2.0;650024378351828992
784139011995324416;"Dynastic Devy";12;1;2;2;2;2;1;19;29;10;5;6.0;1.0;1.0;0.0;0.0;-2.0;650378217072455680
779507986019299328;"Rusty Tromboners";12;1;2;3;1;5;1;20;33;13;3;4.0;1.0;0.8;0.0;0.0;-2.0;0
785317036128653312;"It's The Fucking Catalina Wine Mixer";14;1;2;3;1;2;1;15;25;10;3;6.0;1.0;0.8;0.0;0.0;-2.0;654009925151834112
784493992824938496;"The Dirty Dozen";12;1;2;2;1;3;1;16;26;10;3;6.0;1.0;0.5;0.0;0.0;-3.0;649912755360485376
784493298625720320;"Any Given Sunday";12;1;2;2;1;3;1;16;26;10;3;6.0;1.0;0.5;0.0;0.0;-3.0;649915211154833408
784462246624505856;"College Football Dynasty League";12;1;2;3;1;3;1;14;25;11;5;6.0;1.0;0.5;0.0;0.0;-2.0;660934302506221568
784915527058464768;"Fantasy League One Dynasty Empire";12;1;2;2;1;3;1;15;25;10;5;6.0;1.0;0.5;0.0;0.0;-1.0;655171830021165056
784488453889982464;"Fantasy Freaks ";12;1;2;2;1;3;1;15;25;10;4;6.0;0.5;1.0;0.0;0.5;-1.0;681398880331468800
784366112556048384;"BAND OF BROTHERS";12;1;2;3;1;2;1;14;24;10;4;6.0;1.0;0.5;0.0;0.0;-1.0;730991917277499392
784881196936114176;"2021 The Wolf of Wall Street";12;1;1;1;1;5;1;15;25;10;3;6.0;0.5;0.5;0.0;0.0;-2.0;650133106791108608
784536664851775488;"Bussin with The Boys II";12;1;2;3;1;4;1;14;26;12;5;6.0;1.0;0.8;0.0;0.0;-1.0;680256402706460672
783892105377705984;"PSM Dynasty SF TE Prem";12;1;2;3;1;4;1;15;27;12;3;6.0;1.0;1.0;0.0;0.0;-1.0;0
782405563404439552;"BDGE League 72";12;1;2;2;1;3;1;15;25;10;4;4.0;0.5;0.5;0.0;0.0;-1.0;650034391275380736
784534706917150720;"Kitchen Sink League";12;1;2;3;1;3;1;15;26;11;5;6.0;1.0;0.5;0.0;0.0;-1.0;654409853346881536
784509061679919104;"OG 💣 Squad Year 2";12;1;1;1;1;5;1;18;28;10;2;6.0;0.5;1.0;0.0;0.5;-4.0;737091139785629696
784630629575802880;"The League";12;1;2;3;1;2;1;13;23;10;4;6.0;1.0;0.0;0.0;0.0;-2.0;650092085399093248
783039782493245440;"FourIDPTwenty 53 man Rosters";12;1;2;2;1;4;1;31;42;11;8;6.0;1.0;1.5;0.5;0.0;-2.0;0
781632371958116352;"Sunday Funday with Antonio Brown";12;1;3;3;1;0;1;12;21;9;4;6.0;1.0;1.0;0.5;0.0;-1.0;0
785311430479065088;"FSE Listener League Dyno";12;1;2;2;1;2;1;20;29;9;5;4.0;1.0;0.0;0.0;0.0;-1.0;674792601639034880
784901100116566016;"Jungle Dynasty PPR";12;1;2;2;1;2;1;15;24;9;6;6.0;1.0;0.0;0.0;0.0;-1.0;653133699730198528
784901016905740288;YMAH;12;1;2;2;1;2;1;15;24;9;5;6.0;1.0;0.0;0.0;0.0;-2.0;653134294537039872
784900911842656256;Gulag;12;1;2;2;1;2;1;15;24;9;5;6.0;1.0;1.0;0.0;0.0;-1.0;700221250177417216
784586520735666176;"League of Losers";12;1;2;2;1;2;1;15;24;9;5;6.0;1.0;0.0;0.0;0.0;-1.0;653134634057568256
784462804966121472;"League of Very Average People";12;1;2;2;1;3;1;19;29;10;5;4.0;0.5;0.8;0.0;0.0;-1.0;649913351626911744
784461090217156608;"Rippin and Tearin 24/7";12;1;2;3;1;2;1;12;22;10;5;6.0;1.0;0.0;0.0;0.0;-1.0;650389412634505216
784901053920428032;YMAH4;12;1;2;2;1;2;1;15;24;9;5;6.0;1.0;0.0;0.0;0.0;-1.0;653133803769917440
784587134572101632;"Armchair Dynasty League ";12;1;2;2;1;2;1;20;29;9;0;4.0;1.0;0.5;0.0;0.0;-1.0;695769871669104640
784456656942698496;"Mush Dynasty League";12;1;2;2;1;2;1;18;27;9;5;4.0;1.0;0.0;0.0;0.0;-1.0;652923375072690176
781936718688485376;"Discord Dynasty 2 ";12;1;2;3;1;3;1;17;28;11;0;6.0;0.5;1.5;0.0;0.5;-2.0;0
784840319119302656;DynastyLAND3;12;1;2;2;1;3;1;16;26;10;4;5.0;1.0;0.0;0.0;0.0;-1.0;706565301868793856
784474813518503936;MooseNAMI5-Dyno;12;1;2;3;1;2;1;15;25;10;2;6.0;1.0;0.5;0.0;0.0;-2.0;664157880441741312
784465011463598080;"AAT SuperFlex";12;1;2;2;1;3;1;15;25;10;5;4.0;1.0;0.5;0.0;0.0;-1.0;649699987374051328
784460841020936192;"The 1.01 of Startups";12;1;2;3;1;2;1;15;25;10;5;4.0;1.0;0.5;0.0;0.0;-1.0;675238507182116864
784458838970609664;"A Mid Season Shindig";14;1;2;2;1;3;1;12;22;10;5;4.0;0.0;1.5;0.5;1.0;-1.0;652701850998489088
784456494048514048;"7th Floor Crew";12;1;2;2;1;2;1;15;24;9;5;4.0;1.0;0.0;0.0;0.0;-1.0;699939996760645632
781993179875512320;"Dynasty Addicts Startup";12;1;2;3;1;2;1;25;35;10;3;6.0;1.0;0.5;0.0;0.0;-1.0;0
784657620769333248;"Dynasty Anonmous Invitational ";12;1;2;3;1;2;1;15;25;10;3;6.0;1.0;0.5;0.0;0.0;-2.0;676014139243573248
785213613026746368;"$50 SF PPR catJAM Dynasty";12;1;2;3;1;3;1;17;28;11;4;4.0;1.0;0.0;0.0;0.0;-1.0;652074562892161024
779135548370612225;"BYOD (build your own dynasty)";12;1;2;2;1;3;1;20;30;10;5;6.0;0.5;1.0;0.0;0.5;-2.0;0
784901133138272256;YMAH2;12;1;2;2;1;2;1;15;24;9;5;6.0;1.0;0.0;0.0;0.0;-1.0;650417238993657856
784900980729876480;YMAH3;12;1;2;2;1;2;1;15;24;9;5;6.0;1.0;0.0;0.0;0.0;-1.0;653134487374381056
784425606942167040;"League of Underwhelming Gentlemen";12;1;2;2;1;2;1;17;26;9;5;6.0;1.0;0.0;0.0;0.0;-2.0;650167728258269184
784357224192585728;"Big Dog Fantasy";12;1;2;2;1;2;1;21;30;9;5;4.0;0.5;0.5;0.0;0.0;-1.0;650457281846153216
784522289214525440;"3 SF, 2 TE Dynasty check scoring ";12;1;2;4;2;0;2;19;30;11;4;4.0;1.0;1.5;0.0;0.3;-2.0;727046480707276800
785236020336709632;"Reddit Randos";12;1;2;2;1;3;1;15;25;10;5;6.0;1.0;1.0;0.0;0.0;-2.0;704025640541716480
784866869281665024;"The Three Ring Circus";12;1;2;3;1;3;1;12;23;11;4;4.0;1.0;0.5;0.0;0.0;-1.0;650160703763742720
784560627296370688;"Forget Week 2: 2021";12;1;2;3;1;3;1;13;24;11;4;4.0;1.0;0.5;0.0;0.0;-1.0;745428496868081664
784521286020911104;"COED Naked Fantasy Football";12;1;2;3;1;2;1;14;24;10;4;6.0;1.0;0.5;0.0;0.0;-1.0;769768890904805376
784866953536876544;"THE HORROR! League";12;1;2;3;1;1;1;11;20;9;5;4.0;1.0;1.0;0.0;0.0;-1.0;700494626229932032
784866929943937024;"Beep Boop CPU League";12;1;2;3;1;3;1;13;24;11;5;4.0;1.0;0.5;0.0;0.0;-1.0;702343557108826112
785577130506457088;"Ultra Dynasty";14;1;2;3;1;3;1;15;26;11;4;4.0;1.0;0.3;0.0;0.0;-2.0;651316577169424384
785284682450378752;"Devy Pandemic";12;1;2;3;1;2;1;16;26;10;4;5.0;0.5;1.0;0.0;0.5;-2.0;652591426621771776
785283617885642752;"Devy Degeneracy";12;1;2;3;1;2;1;16;26;10;4;5.0;0.5;1.0;0.0;0.5;-2.0;652589520356728832
785282552008220672;"Devy Insanity";12;1;2;3;1;2;1;16;26;10;4;5.0;0.5;1.0;0.0;0.5;-2.0;650457254809686016
785281195108876288;"Devy Craziness";12;1;2;3;1;2;1;16;26;10;4;5.0;0.5;1.0;0.0;0.5;-2.0;650026079326658560
784600640205737984;"Devy Chase 2 ";12;1;2;3;1;3;1;19;30;11;10;4.0;1.0;0.5;0.0;0.0;-1.0;727288053856526336
784511196228374528;"Campus to Canton ";12;1;2;2;1;2;1;20;29;9;3;6.0;0.5;0.5;0.0;0.0;-2.0;649909991075057664
784470263608766464;"Dynasty Warriors II";14;1;2;3;1;1;1;16;25;9;3;4.0;1.0;0.3;0.0;0.0;-2.0;649995431320842240
784462381303640064;"Devy Dynasty FF";12;1;2;3;1;2;1;16;26;10;5;6.0;1.0;0.8;0.0;0.0;-2.0;650026805553631232
784456707567951872;"Superflexin On Em";12;1;2;3;1;4;1;16;28;12;4;6.0;0.5;1.0;0.0;0.0;-1.0;649989693198409728
784435748970541056;"January draft";12;1;2;3;1;2;1;14;24;10;5;6.0;1.0;0.5;0.0;0.0;-2.0;650076321573081088
784371627419942912;"From College to the Pros";12;1;2;2;1;3;1;20;30;10;4;6.0;1.0;0.5;0.0;0.0;-2.0;0
784202232907313152;"Dubious Devy Empire";12;1;1;1;1;4;1;17;26;9;4;6.0;1.0;0.5;0.0;0.0;-2.0;649988021202010112
784902294255898624;"First Down Heroes";12;1;2;3;1;2;1;24;34;10;4;6.0;1.0;0.5;0.0;0.0;-2.0;650024136650887168
784600782724071424;"The 12";12;1;2;3;1;4;1;14;26;12;4;6.0;1.0;0.5;0.0;0.0;-1.0;704542098631770112
784600731499016192;"Devy Chase";12;1;2;3;1;3;1;18;29;11;10;4.0;1.0;0.5;0.0;0.0;-1.0;713248183731417088
784836422942244864;"Corona Dynasty (SF)";12;1;2;3;1;2;1;15;25;10;5;6.0;1.0;0.5;0.0;0.0;-1.0;650763975742541824
784431205847310336;"Pwn Zone Devy League";12;1;2;3;1;2;1;20;30;10;0;4.0;0.5;0.5;0.0;0.0;-2.0;718822903260459008
784511032474337280;"Pokemon World Championships";12;1;2;2;1;1;1;20;28;8;5;4.0;0.5;0.0;0.0;0.0;-2.0;649910355602010112
785273380541718528;"The Best Of The Best ";12;1;2;2;2;2;1;15;25;10;3;4.0;1.0;0.8;0.0;0.0;-1.0;0
775462931835027456;"Armchair Football League";12;1;2;3;1;2;1;12;22;10;3;6.0;1.0;0.5;0.0;0.0;-2.0;0
785670347084328960;"Bored AF Dynasty ";12;1;2;2;1;3;1;15;25;10;4;6.0;1.0;0.5;0.0;0.0;-2.0;651263996434923520
785586793222434816;"IDP for Idiots ";12;1;2;3;1;2;1;35;45;10;0;6.0;1.0;0.8;0.0;0.0;-2.0;721198783664295936
785289827246542848;"C2C Armageddon";12;1;2;3;1;2;1;20;30;10;10;6.0;1.0;0.5;0.0;0.0;-2.0;668293316386844672
785289057537273856;"Matt's Adequate Devy Adventure";12;1;2;3;1;2;1;16;26;10;4;5.0;0.5;1.0;0.0;0.5;-2.0;686722641217798144
785279367700959232;"Devy Madness";12;1;2;3;1;2;1;20;30;10;4;5.0;0.5;1.0;0.0;0.5;-2.0;650026183097962496
785022770412183552;"JTT LEAGUE -Dynasty";12;1;2;2;1;3;1;15;25;10;5;6.0;0.5;1.0;0.0;0.0;-1.0;650230403998785536
785008647607607296;"$25 - Devy Does Da'Nasty";12;1;2;2;1;2;1;15;24;9;6;6.0;1.0;1.0;0.0;0.0;-1.0;650233137862893568
784949768479719424;"PJ's Stimulating Devy";12;1;2;2;1;3;1;20;30;10;3;6.0;0.5;0.5;0.0;0.0;-4.0;662889561474547712
784678069624492032;"Dynasty BB3 (1Trades20)";12;1;2;3;1;4;1;24;36;12;0;4.0;1.0;0.5;0.0;0.0;-1.0;708758590994845696
784553030266843136;"European Football League ";12;1;2;3;1;2;1;18;28;10;4;6.0;1.0;0.5;0.0;0.0;-2.0;660532115179413504
784466392559783936;"Best ball Dynasty ";12;1;2;3;1;2;1;20;30;10;0;6.0;1.0;0.0;0.0;0.0;-3.0;704910090150416384
784368451723575296;"EUROPEAN SUPERFLEX 2";12;1;2;3;1;2;1;15;25;10;4;6.0;1.0;0.5;0.0;0.0;-3.0;663011635593572352
784171117945475072;"Heisman 2 The Hall";12;1;2;3;1;3;1;20;31;11;0;6.0;0.0;1.5;0.5;1.0;-2.0;705254244822876160
784139304053133312;"CAMPUS 2 sCrANTON";12;1;1;3;1;4;1;22;33;11;0;6.0;0.0;2.0;0.5;1.0;-2.0;703809892732977152
785670285205696512;"VSL Devy League";12;1;2;2;1;3;1;15;25;10;5;5.0;1.0;0.5;0.0;0.0;-2.0;650624087672074240
785670208261210112;"George Kittle Devy ";14;0;1;1;1;5;2;14;24;10;5;6.0;1.0;0.5;0.0;0.0;-2.0;650625732111884288
785670169560342528;"Top Shelf Dynasty ";12;1;2;2;1;3;1;20;30;10;5;6.0;1.0;0.5;0.0;0.0;-3.0;651574235944448000
784907618526351360;"Dynasty Warriors";12;1;2;3;1;2;1;15;25;10;5;4.0;0.0;1.5;0.5;1.0;-2.0;650262809459933184
784502065555771392;"Twitter Dynasty";12;1;2;3;1;3;1;14;25;11;4;4.0;0.5;0.5;0.0;0.0;-1.0;717467641605849088
785384970330972160;"Dynasty 411 Twitter ";12;1;2;2;1;2;1;13;22;9;5;4.0;1.0;0.0;0.0;0.0;-1.0;713216989232988160
784448000712896512;"The NFL Guru's";12;1;2;3;1;2;1;18;28;10;4;6.0;0.5;1.0;0.5;0.0;-1.0;652716090887090176
784445368539750400;"League of Champions 🏆";12;1;2;2;1;3;1;20;30;10;5;6.0;1.0;0.0;0.0;0.0;-1.0;659171429379547136
784434569528135680;Draft-A-Mania;12;1;2;3;1;2;1;16;26;10;4;6.0;1.0;0.5;0.0;0.0;-2.0;662881866507980800
784356094385491968;"el tri version 2";14;1;2;3;1;2;1;12;22;10;5;4.0;1.0;0.5;0.0;0.0;-1.0;740389463921958912
784449497248956416;"NFCs Best";12;1;2;2;1;2;1;16;25;9;4;6.0;1.0;0.0;0.0;0.0;-2.0;650044229506154496
784647047084093440;"The February Fantasy Fools";12;1;2;3;1;2;1;14;24;10;4;6.0;1.0;0.5;0.0;0.0;-1.0;649989773875834880
784470972408381440;"20 $ Dynasty SF League";12;1;2;3;1;4;1;13;25;12;3;6.0;1.0;0.5;0.0;0.0;-1.0;650147678113579008
784949571917824000;"Triple Crown Fantasy Sports";12;1;2;2;1;2;1;16;25;9;1;4.0;0.5;0.0;0.0;0.0;-2.0;650512968022331392
784441179944124416;"Dynasty Junkies";12;1;2;3;1;1;1;15;24;9;5;4.0;1.0;0.5;0.0;0.0;-1.0;649915670976389120
784455069050519552;"Dirty Dozen Superflex Dynasty League";12;1;2;3;1;1;1;14;23;9;4;6.0;1.0;0.5;-0.5;0.0;-2.0;650005537676701696
784900684918145024;"Full Send Dynasty";12;1;2;3;1;2;1;14;24;10;2;5.0;0.5;0.0;0.0;0.0;-2.0;657073594920144896
784873701165441024;"We Like Sportz";12;1;2;3;1;5;1;15;28;13;5;4.0;0.5;0.0;0.0;0.0;-1.0;650495109950947328
784417100625289216;"Ball in the Fall Please";12;1;2;3;1;2;1;12;22;10;5;5.0;1.0;0.5;0.0;0.0;-2.0;650114099094609920
784848928796495872;"OBSESSION (by Calvin Klein)";12;1;2;3;1;4;1;15;27;12;5;4.0;0.5;0.5;0.0;0.0;-1.0;646933139637284864
784717708741779456;"Dynasty BB1 (3Trades20) / Musicals";12;1;2;3;1;4;1;26;38;12;0;4.0;1.0;0.5;0.0;0.0;-1.0;705820000417587200
784528991989133312;"Superbowl Shuffle";12;1;2;3;1;2;1;15;25;10;4;4.0;1.0;0.5;0.0;0.0;-1.0;668933078722351104
784499506724065280;"Too Poor To Golf FFL";12;1;2;3;1;2;1;15;25;10;5;6.0;1.0;0.5;0.0;0.0;-1.0;653647546937331712
784478455243931648;"Just A Couple Of Dudes";12;1;2;3;1;4;1;10;22;12;5;4.0;0.5;0.5;0.0;0.0;-2.0;648207457050497024
771929333391581184;"20,000 Leagues Under the Sea";12;1;2;3;1;3;1;10;21;11;5;6.0;1.0;0.5;0.0;0.0;-2.0;0
784593097681281024;"Super Dynasty #1";12;1;2;2;1;3;1;25;35;10;3;4.0;1.0;0.0;0.0;0.0;-1.0;662803228244664320
784998381843054592;"Randomize #99";12;1;2;2;1;3;1;14;24;10;3;6.0;1.0;0.0;0.0;0.0;-1.0;739007052927606784
784555008032129024;"Trade Addicts Dynasty";12;1;2;3;1;3;1;15;26;11;5;6.0;1.0;0.5;0.0;0.0;-1.0;727241952516472832
784522059211493376;"SF/TE prem Dynasty Mania";12;1;2;3;1;4;1;13;25;12;5;6.0;1.0;0.5;0.0;0.0;-1.0;721824323123359744
784718445538349056;"Dynasty BB4 (1Trades20)";12;1;2;3;1;4;1;24;36;12;0;4.0;1.0;0.5;0.0;0.0;-1.0;714007173750939648
784513068397957120;"Euro SF Dynasty League";12;1;2;3;1;2;1;16;26;10;4;6.0;1.0;0.0;0.0;0.0;-1.0;659078492083785728
784515740601565184;"Jay Ajayi Appreciation Society";12;1;2;2;1;2;1;15;24;9;4;4.0;1.0;0.5;0.0;0.0;-1.0;672808500807675904
784555195102384128;"The Dirty Dozen";12;1;2;2;1;2;1;15;24;9;4;6.0;1.0;0.5;0.0;0.0;-1.0;672812458724896768
785113780198764544;"the WORGAN championship ";12;1;2;3;1;3;1;20;31;11;6;4.0;1.0;0.0;0.0;0.0;-1.0;646052087515422720
785309168071528448;"the MOXON championship";12;1;2;3;1;3;1;20;31;11;6;6.0;1.0;0.5;0.0;0.0;-1.0;687054462283481088
784765726757138432;"Sleeper Addicts Anonymous";12;1;2;2;1;2;1;17;26;9;4;6.0;1.0;0.5;0.0;0.0;-1.0;675873294070648832
784575732394418176;"Goff’s Dropped Balls Dynasty";12;1;2;2;1;3;1;16;26;10;4;6.0;1.0;0.5;0.0;0.0;-2.0;666739739780534272
785599154524131328;"UK Dynasty";12;1;2;2;1;3;1;12;22;10;3;5.0;1.0;0.0;0.0;0.0;-2.0;650068342928924672
784462623256227840;"Marvel Heroes Dynasty League";12;1;2;3;1;3;1;14;25;11;5;6.0;1.0;0.5;0.0;0.0;-2.0;659820879013810176
784464873789751296;"Run Like an Antelope";12;1;2;3;1;3;1;13;24;11;4;6.0;1.0;0.8;0.0;0.0;-1.0;657756137222897664
784464918320676864;"Juanita’s Shaved Armpits";12;1;2;3;1;3;1;13;24;11;3;6.0;1.0;0.8;0.0;0.0;-1.0;660345004060930048
784974261147271168;"House Of Champions";12;1;2;3;2;2;1;18;29;11;6;4.0;1.0;0.5;0.0;0.0;-1.0;0
784821383803895808;"GDL Masterclass50";12;1;2;3;1;2;1;13;23;10;4;6.0;1.0;0.5;0.0;0.0;-2.0;0
784474713991823360;MooseNAMI4-Dyno;12;1;2;3;1;2;1;15;25;10;2;5.0;1.0;0.5;0.0;0.0;-2.0;660145360097832960
782342321881612288;"Dark Twisted Fantasy league";12;1;2;2;1;3;1;15;25;10;3;4.0;1.0;0.0;0.0;0.0;-1.0;657359745396592640
784583436689080320;"Big League Kicker Replacement";14;1;2;3;2;3;1;15;27;12;8;6.0;1.0;1.5;0.5;0.0;-2.0;657008464903622656
784663212938428416;"The Big Apple ";12;1;2;3;1;2;1;17;27;10;6;5.0;1.0;0.5;0.0;0.0;-1.0;656626309811761152
784456599476576256;"Super Flexin";12;1;2;2;1;3;1;15;25;10;3;6.0;1.0;0.0;0.0;0.0;-1.0;666387492328501248
784572093676249088;"December Drafters ";12;1;2;2;1;3;1;15;25;10;4;6.0;0.0;1.5;0.5;1.0;-2.0;649785590602108928
784550356347629568;"THE LEAGUE - with no name";12;1;2;3;1;2;1;16;26;10;0;4.0;1.0;0.5;0.0;0.0;-2.0;705365089896697856
784368650097389568;"UK Dynasty 1 - £25";12;1;2;3;1;2;1;12;22;10;5;6.0;1.0;0.0;0.0;0.0;-1.0;654009271163387904
784502022052388864;BDLC;12;1;2;2;1;3;1;15;25;10;5;4.0;1.0;0.5;0.0;0.0;-1.0;677576560294858752
784453459238912000;"Any Given Sunday Dynasty Best Ball";12;1;2;3;1;2;1;18;28;10;0;6.0;1.0;0.5;0.0;0.0;-1.0;711617315745136640
785625611128483840;"\2/ UK Money Devy League \2/";12;1;2;2;1;3;1;17;27;10;5;6.0;1.0;0.5;0.0;0.0;-1.0;704776147115782144
785625414445096960;"\1/ UK Money Devy League \1/";12;1;2;2;1;3;1;17;27;10;5;6.0;1.0;0.5;0.0;0.0;-1.0;701846079443894272
785497608054571008;"EU Trade League";12;1;2;3;1;3;1;20;31;11;5;6.0;1.0;0.5;0.0;0.0;-2.0;0
784368178624053248;"Parks and Recreation";12;1;2;2;1;3;1;16;26;10;3;6.0;1.0;0.5;0.0;0.0;-3.0;668757155481989120
785455014645800960;"Games of Thrones Ending ";12;1;2;2;2;2;1;15;25;10;3;6.0;1.0;1.0;0.0;0.0;-2.0;651244873252442112
784640212247678976;"Bozeman Dynasty ";12;1;2;2;1;3;1;12;22;10;4;6.0;1.0;1.0;0.0;0.0;-2.0;650075652397060096
784505590855684096;"Legends League";12;1;2;3;1;2;1;20;30;10;5;6.0;0.5;0.5;0.0;0.0;-2.0;686620037569658880
784526489952571392;"Winner Takes All";12;1;2;3;1;3;1;13;24;11;4;6.0;1.0;0.5;0.0;0.0;-2.0;721453857208635392
785206321833242624;"NFL EUROPEAN SUPERFLEX DYNASTY";12;1;2;3;1;2;1;15;25;10;4;4.0;1.0;0.5;0.0;0.0;-1.0;650395990796378112
784884595605798912;"True Dynasty";14;1;2;2;1;1;1;18;26;8;5;6.0;1.0;0.5;0.0;0.0;-3.0;675668696101896192
784865372334661632;"123 IDP💚LOVE";12;1;2;3;1;2;1;16;26;10;6;6.0;1.0;1.0;0.0;0.0;-2.0;658523633475452928
784406291002028032;"Woodstock 21";12;1;2;3;1;3;1;14;25;11;8;6.0;1.0;1.5;0.5;1.0;-3.0;723553371935543296
784732846169440256;"Weekly Price Dynasty BB";12;1;2;3;1;3;1;20;31;11;3;6.0;1.0;0.5;0.0;0.0;-1.0;0
785110828864176128;"Outcast Clique";12;1;2;2;1;2;1;17;26;9;2;4.0;1.0;0.5;0.0;0.0;-1.0;649933396990050304
785289892493201408;Super;12;1;2;3;1;4;1;18;30;12;3;4.0;1.0;0.0;0.0;0.0;-1.0;0
784709258032877568;"Fight Club";12;1;2;2;1;3;1;14;24;10;5;4.0;1.0;0.5;0.0;0.0;-1.0;650078241020796928
784702402656890880;"Jedi Mind Tricks";12;1;1;1;1;5;1;15;25;10;3;6.0;0.5;0.5;0.0;0.0;-2.0;650184915761086464
785104589778190336;"#02 Dynasty Empire";12;1;2;2;1;2;1;15;24;9;6;6.0;1.0;0.5;0.0;0.0;-1.0;650309953080381440
785104540969148416;"#01 Dynasty Empire";12;1;2;3;1;2;1;18;28;10;4;6.0;1.0;0.5;0.0;0.0;-1.0;650143191714058240
785104491052695552;"#06 Dynasty Empire";12;1;2;3;1;2;1;20;30;10;5;6.0;1.0;0.0;0.0;0.0;-1.0;650142119117271040
784751786627072000;2ML;12;1;2;2;1;1;1;18;26;8;4;4.0;1.0;1.0;0.0;0.0;-1.0;650296227136655360
785541756203712512;"FLOB - Fantasy League of Ballers ";12;1;2;3;1;2;1;10;20;10;3;6.0;1.0;1.0;0.0;0.0;-3.0;650321056472608768
784908015647240192;"FLING (£25 a year entry)";14;1;2;3;1;2;1;10;20;10;3;6.0;1.0;0.0;0.0;0.0;-3.0;650321919500992512
